ID,Label,Final_Prediction,Reasons,Codes,Arabic_Descriptions,Orthography,word count,Morphology,syntactic,vocab,content
10400410048,7,7,"['O7-1', 'samerMSA_2.0']","{'Orthography': ['O7-1'], 'vocab': ['V7-1']}","['أفعال/أسماء معتلة الآخر', 'مفردات فصيحة شائعة - سامر ٢']",O,,,,V,
10400410100,10,10,['advanced_khabar'],{'syntactic': ['S10-3']},['خبر مقدم / مبتدأ مؤخر'],,,,S,,
10400410120,7,7,"['O7-1', 'samerMSA_2.0']","{'Orthography': ['O7-1'], 'vocab': ['V7-1']}","['أفعال/أسماء معتلة الآخر', 'مفردات فصيحة شائعة - سامر ٢']",O,,,,V,
10400410125,10,10,['advanced_khabar'],{'syntactic': ['S10-3']},['خبر مقدم / مبتدأ مؤخر'],,,,S,,
10400410135,7,7,"['O7-1', 'samerMSA_2.0']","{'Orthography': ['O7-1'], 'vocab': ['V7-1']}","['أفعال/أسماء معتلة الآخر', 'مفردات فصيحة شائعة - سامر ٢']",O,,,,V,
10400410136,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400410143,9,9,['unique_words'],{'word count': ['WC']},['عدد الكلمات'],,W,,,,
10400420047,11,11,"['M11-1', 'content_level_5']","{'Morphology': ['M11-1'], 'content': ['C11-1']}","['المشتقات على أنواعها', 'هناك درجة من الرمزية وحاجة للمعرفة السابقة كي يُفهم المقصود من الجملة']",,,M,,,C
10400420055,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400420100,12,12,['V12-4'],{'vocab': ['V12-4']},['ذو'],,,,,V,
10400420119,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
10400440092,12,12,[],{},[],,,,,,
10400450042,7,7,"['broken_plural', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,,M,,V,
10400450060,5,5,"['syllables', 'plural_fem_noun_adj', 'content_level_1']","{'Orthography': ['O'], 'Morphology': ['M5-3'], 'content': ['C5-1']}","['عدد المقاطع', 'جمع المؤنث السالم في الأسماء والصفات', 'لا رمزية في النص.']",O,,M,,,C
10400450113,7,7,"['broken_plural', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,,M,,V,
10500020013,12,12,['M12-1'],{'Morphology': ['M12-1']},['التصغير'],,,M,,,
10500030048,10,10,['inna_wa_akhawataha'],{'syntactic': ['S10-1']},['إن وأخواتها'],,,,S,,
10500050004,5,5,"['syllables', 'ordinal_number', 'content_level_1']","{'Orthography': ['O'], 'vocab': ['V5-1'], 'content': ['C5-1']}","['عدد المقاطع', 'العدد الترتيبي', 'لا رمزية في النص.']",O,,,,V,C
10500050044,5,5,"['ordinal_number', 'content_level_1']","{'vocab': ['V5-1'], 'content': ['C5-1']}","['العدد الترتيبي', 'لا رمزية في النص.']",,,,,V,C
10500060043,11,11,"['unique_words', 'M11-1', 'content_level_5']","{'word count': ['WC'], 'Morphology': ['M11-1'], 'content': ['C11-1']}","['عدد الكلمات', 'المشتقات على أنواعها', 'هناك درجة من الرمزية وحاجة للمعرفة السابقة كي يُفهم المقصود من الجملة']",,W,M,,,C
10500110005,11,11,"['M11-1', 'idafa_lafzia']","{'Morphology': ['M11-1'], 'syntactic': ['S11-2']}","['المشتقات على أنواعها', 'إضافة خيالية (لفظية) طويل القامة']",,,M,S,,
10500130042,9,9,"['vocative', 'V9-1', 'content_level_4']","{'syntactic': ['S9-1'], 'vocab': ['V9-1'], 'content': ['C9-1']}","['المنادى', 'مفردات تصف حالات مزاجية وشعورية إيجابية وسلبية مثل الفرح، السعادة، الغضب، الأسف، الحسرة', 'هناك شيء من الرمزية على مستوى الحدث في الجملة يدركها القارئ بنفسه أو من خلال معارفه السابقة']",,,,S,V,C
10500150034,11,11,"['M11-1', 'content_level_5']","{'Morphology': ['M11-1'], 'content': ['C11-1']}","['المشتقات على أنواعها', 'هناك درجة من الرمزية وحاجة للمعرفة السابقة كي يُفهم المقصود من الجملة']",,,M,,,C
10500160028,11,11,"['M11-1', 'nominal_with_tpc', 'content_level_5']","{'Morphology': ['M11-1'], 'syntactic': ['S11-1'], 'content': ['C11-1']}","['المشتقات على أنواعها', 'جملة أسمية خبرها جملة أسمية (فيها مبتدآن)', 'هناك درجة من الرمزية وحاجة للمعرفة السابقة كي يُفهم المقصود من الجملة']",,,M,S,,C
10500170002,12,12,[],{},[],,,,,,
10500170007,10,10,"['kana_wa_akhawataha', 'S10-6']","{'syntactic': ['S10-2', 'S10-6']}","['كان وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,,S,,
10500170026,8,8,['negation_particle'],{'vocab': ['V8-2']},['أحرف النفي'],,,,,V,
10500180040,12,12,[],{},[],,,,,,
10500200006,9,9,"['unique_words', 'content_level_4']","{'word count': ['WC'], 'content': ['C9-1']}","['عدد الكلمات', 'هناك شيء من الرمزية على مستوى الحدث في الجملة يدركها القارئ بنفسه أو من خلال معارفه السابقة']",,W,,,,C
10500200012,12,12,[],{},[],,,,,,
10500210010,10,10,"['unique_words', 'kana_wa_akhawataha', 'S10-6']","{'word count': ['WC'], 'syntactic': ['S10-2', 'S10-6']}","['عدد الكلمات', 'كان وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,W,,S,,
10500210031,11,11,"['unique_words', 'M11-1', 'content_level_5']","{'word count': ['WC'], 'Morphology': ['M11-1'], 'content': ['C11-1']}","['عدد الكلمات', 'المشتقات على أنواعها', 'هناك درجة من الرمزية وحاجة للمعرفة السابقة كي يُفهم المقصود من الجملة']",,W,M,,,C
10500210043,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10500220002,3,3,"['unique_words', 'prc_Al_det', 'prc_waw', 'V3-2']","{'word count': ['WC'], 'Morphology': ['M3-1', 'M3-2'], 'vocab': ['V3-2']}","['عدد الكلمات', 'سوابق: ال التعريف', 'سوابق: واو العطف', 'مفردات فصيحة شائعة - سامر ١']",,W,M,,V,
10500230045,13,13,['content_level_6'],{'content': ['C13-1']},['تعابير ثقافية محلية قد لا يفهمها من لا يشترك في نفس الثقافة.'],,,,,,C
10500240010,10,10,[],{},[],,,,,,
10500240040,13,13,"['V13-1', 'content_level_6']","{'vocab': ['V13-1'], 'content': ['C13-1']}","['كلمات تصف حالات نفسية عميقة مثل الاكتئاب، الضياع، الاستنفار النفسي', 'تعابير ثقافية محلية قد لا يفهمها من لا يشترك في نفس الثقافة.']",,,,,V,C
10500260009,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10500260054,10,10,['S10-6'],{'syntactic': ['S10-6']},['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به'],,,,S,,
10500260060,10,10,"['advanced_khabar', 'S10-6', 'relative_pronoun_singular']","{'syntactic': ['S10-3', 'S10-6'], 'vocab': ['V10-1']}","['خبر مقدم / مبتدأ مؤخر', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', 'أسماء الوصل المفردة']",,,,S,V,
10500270045,13,13,['V13-1'],{'vocab': ['V13-1']},['كلمات تصف حالات نفسية عميقة مثل الاكتئاب، الضياع، الاستنفار النفسي'],,,,,V,
10500280016,12,12,['V12-5'],{'vocab': ['V12-5']},['(بل - بلى - أجل - قط)'],,,,,V,
10500300028,7,7,"['S7-2', 'samerMSA_2.0', 'content_level_2']","{'syntactic': ['S7-2'], 'vocab': ['V7-1'], 'content': ['C7-1']}","['حال', 'مفردات فصيحة شائعة - سامر ٢', 'بعض الرمزية أو عدم التصريح المباشر بكل المقصود في الجملة']",,,,S,V,C
10500310034,10,10,"['inna_wa_akhawataha', 'S10-6']","{'syntactic': ['S10-1', 'S10-6']}","['إن وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,,S,,
10500310056,10,10,"['S10-6', 'relative_pronoun_singular']","{'syntactic': ['S10-6'], 'vocab': ['V10-1']}","['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', 'أسماء الوصل المفردة']",,,,S,V,
10500320024,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10500320030,10,10,['passive_voice'],{'Morphology': ['M10-1']},['المبني للمجهول'],,,M,,,
10500330034,10,10,['S10-6'],{'syntactic': ['S10-6']},['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به'],,,,S,,
10500330041,12,12,[],{},[],,,,,,
10500340009,10,10,['S10-6'],{'syntactic': ['S10-6']},['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به'],,,,S,,
10500340023,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
10500340031,10,10,"['S10-6', 'V10-2']","{'syntactic': ['S10-6'], 'vocab': ['V10-2']}","['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', '(قد – لقد)']",,,,S,V,
10500340038,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10500370007,10,10,['passive_voice'],{'Morphology': ['M10-1']},['المبني للمجهول'],,,M,,,
10500370037,11,11,"['unique_words', 'M11-1', 'content_level_5']","{'word count': ['WC'], 'Morphology': ['M11-1'], 'content': ['C11-1']}","['عدد الكلمات', 'المشتقات على أنواعها', 'هناك درجة من الرمزية وحاجة للمعرفة السابقة كي يُفهم المقصود من الجملة']",,W,M,,,C
10500370039,9,9,['vocative'],{'syntactic': ['S9-1']},['المنادى'],,,,S,,
10500370058,10,10,"['S10-6', 'relative_pronoun_singular', 'V10-2']","{'syntactic': ['S10-6'], 'vocab': ['V10-1', 'V10-2']}","['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', 'أسماء الوصل المفردة', '(قد – لقد)']",,,,S,V,
10500380037,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
10500380040,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
10500390028,11,11,"['M11-1', 'content_level_5']","{'Morphology': ['M11-1'], 'content': ['C11-1']}","['المشتقات على أنواعها', 'هناك درجة من الرمزية وحاجة للمعرفة السابقة كي يُفهم المقصود من الجملة']",,,M,,,C
10500390035,12,12,"['exception', 'S12-3']","{'syntactic': ['S12-2', 'S12-3']}","['استثناء', 'حصر']",,,,S,,
10500400024,8,8,"['M8-3', 'verbal_sentence_with_two_objects', 'samerMSA_2.1']","{'Morphology': ['M8-3'], 'syntactic': ['S8-4'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'جملة فعلية تتعدى إلى مفعولين', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,S,V,
10500400032,10,10,['kana_wa_akhawataha'],{'syntactic': ['S10-2']},['كان وأخواتها'],,,,S,,
10500450020,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10500450036,6,6,"['verb_past_s_p', 'samerMSA_1.0-msa']","{'Morphology': ['M6-1'], 'vocab': ['V6-1']}","['الفعل الماضي المفرد والجمع', 'مفردات فصيحة - سامر ١']",,,M,,V,
10500450042,12,12,"['S12-1', 'S12-5']","{'syntactic': ['S12-1', 'S12-5']}","['جمل اعتراضية  ( تفسير- دعاء...)', 'تمييز']",,,,S,,
10500450049,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10500450064,9,9,"['vocative', 'V9-1', 'content_level_4']","{'syntactic': ['S9-1'], 'vocab': ['V9-1'], 'content': ['C9-1']}","['المنادى', 'مفردات تصف حالات مزاجية وشعورية إيجابية وسلبية مثل الفرح، السعادة، الغضب، الأسف، الحسرة', 'هناك شيء من الرمزية على مستوى الحدث في الجملة يدركها القارئ بنفسه أو من خلال معارفه السابقة']",,,,S,V,C
10500460030,10,10,"['unique_words', 'S10-6', 'V10-3']","{'word count': ['WC'], 'syntactic': ['S10-6'], 'vocab': ['V10-3']}","['عدد الكلمات', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', '(ممّا – عمّا – عمَّ – علامَ – فيمَ – إلامَ - بمَ...)']",,W,,S,V,
10500470008,8,8,"['M8-3', 'samerMSA_2.1']","{'Morphology': ['M8-3'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
10500470037,11,11,"['M11-1', 'nominal_with_tpc', 'content_level_5']","{'Morphology': ['M11-1'], 'syntactic': ['S11-1'], 'content': ['C11-1']}","['المشتقات على أنواعها', 'جملة أسمية خبرها جملة أسمية (فيها مبتدآن)', 'هناك درجة من الرمزية وحاجة للمعرفة السابقة كي يُفهم المقصود من الجملة']",,,M,S,,C
10500470039,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10500480013,9,9,['V9-1'],{'vocab': ['V9-1']},['مفردات تصف حالات مزاجية وشعورية إيجابية وسلبية مثل الفرح، السعادة، الغضب، الأسف، الحسرة'],,,,,V,
10500480033,8,8,"['M8-3', 'amma_lakin']","{'Morphology': ['M8-3', 'M8-4']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', '(ثم  ، حتى  ، أو  ، أم  ، لكن  ، أمّا)']",,,M,,,
10500490034,8,8,"['M8-3', 'samerMSA_2.1']","{'Morphology': ['M8-3'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
10500490043,12,12,[],{},[],,,,,,
10500490051,10,10,"['S10-6', 'relative_pronoun_singular']","{'syntactic': ['S10-6'], 'vocab': ['V10-1']}","['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', 'أسماء الوصل المفردة']",,,,S,V,
10500510015,8,8,['negation_particle'],{'vocab': ['V8-2']},['أحرف النفي'],,,,,V,
10500510020,12,12,['V12-5'],{'vocab': ['V12-5']},['(بل - بلى - أجل - قط)'],,,,,V,
10500510021,11,11,"['M11-1', 'content_level_5']","{'Morphology': ['M11-1'], 'content': ['C11-1']}","['المشتقات على أنواعها', 'هناك درجة من الرمزية وحاجة للمعرفة السابقة كي يُفهم المقصود من الجملة']",,,M,,,C
10500510041,9,9,"['V9-1', 'content_level_4']","{'vocab': ['V9-1'], 'content': ['C9-1']}","['مفردات تصف حالات مزاجية وشعورية إيجابية وسلبية مثل الفرح، السعادة، الغضب، الأسف، الحسرة', 'هناك شيء من الرمزية على مستوى الحدث في الجملة يدركها القارئ بنفسه أو من خلال معارفه السابقة']",,,,,V,C
10500510042,8,8,[],{},[],,,,,,
10500530014,10,10,"['kana_wa_akhawataha', 'S10-6']","{'syntactic': ['S10-2', 'S10-6']}","['كان وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,,S,,
10500530033,10,10,"['inna_wa_akhawataha', 'S10-6']","{'syntactic': ['S10-1', 'S10-6']}","['إن وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,,S,,
10500530044,8,8,"['M8-3', 'amma_lakin']","{'Morphology': ['M8-3', 'M8-4']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', '(ثم  ، حتى  ، أو  ، أم  ، لكن  ، أمّا)']",,,M,,,
10500530051,8,8,['S8-1'],{'syntactic': ['S8-1']},['المفعول المطلق'],,,,S,,
10500540005,12,12,[],{},[],,,,,,
10500550015,13,13,[],{},[],,,,,,
10500550027,10,10,"['S10-6', 'V10-3']","{'syntactic': ['S10-6'], 'vocab': ['V10-3']}","['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', '(ممّا – عمّا – عمَّ – علامَ – فيمَ – إلامَ - بمَ...)']",,,,S,V,
10500570034,12,12,"['S12-1', 'samerMSA_3.0']","{'syntactic': ['S12-1'], 'vocab': ['V12-1']}","['جمل اعتراضية  ( تفسير- دعاء...)', 'مفردات فصيحة - سامر ٣']",,,,S,V,
10500580010,12,12,"['S12-1', 'samerMSA_3.0']","{'syntactic': ['S12-1'], 'vocab': ['V12-1']}","['جمل اعتراضية  ( تفسير- دعاء...)', 'مفردات فصيحة - سامر ٣']",,,,S,V,
10500580014,12,12,"['exception', 'S12-3', 'samerMSA_3.0']","{'syntactic': ['S12-2', 'S12-3'], 'vocab': ['V12-1']}","['استثناء', 'حصر', 'مفردات فصيحة - سامر ٣']",,,,S,V,
10500580026,10,10,['S10-6'],{'syntactic': ['S10-6']},['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به'],,,,S,,
10500600040,12,12,['S12-3'],{'syntactic': ['S12-3']},['حصر'],,,,S,,
10500610011,7,7,"['O7-1', 'broken_plural', 'samerMSA_2.0', 'content_level_2']","{'Orthography': ['O7-1'], 'Morphology': ['M7-5'], 'vocab': ['V7-1'], 'content': ['C7-1']}","['أفعال/أسماء معتلة الآخر', 'جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢', 'بعض الرمزية أو عدم التصريح المباشر بكل المقصود في الجملة']",O,,M,,V,C
